Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Period
Bhola,2009,8,34.5,26.1,448,91,1.3,6.3,4.1,2009.08
Bhola,2010,8,34.5,26.5,91,87,0.6,5.8,4.8,2010.08
Bhola,2011,8,35,25.8,383,89,1.7,6,3.3,2011.08
Bhola,2012,8,33.8,26,285,87,1.5,5.9,5.3,2012.08
Bhola,2013,8,33.5,26,477,90,1.9,5.8,3.1,2013.08
Bhola,1966,9,32.9,24.3,373,88.53191489,4.4,5.8,3.787878788,1966.09
Bhola,1967,9,32.4,25.2,334,92,3.9,6.5,3.787878788,1967.09
Bhola,1968,9,33.4,26.1,122,86,1.4,6.5,3.787878788,1968.09
Bhola,1969,9,33.6,25.2,456,87,1.2,6.5,3.787878788,1969.09
Bhola,1970,9,32.7,24.8,503,92,3.4,6.4,3.787878788,1970.09
Bhola,1971,9,34.1,25.4,409,88,1.5,6.8,3.787878788,1971.09
Bhola,1972,9,34.4,26.1,42,85,0.7,4.1,3.787878788,1972.09
Bhola,1973,9,32.1,25.5,270,88,0.8,5.3,3.787878788,1973.09
Bhola,1974,9,35,24.4,341,90,0.6,5.4,3.787878788,1974.09
Bhola,1975,9,34.1,24.8,320,89,0.9,5.7,3.787878788,1975.09
Bhola,1976,9,34.4,24.8,212,89,0.5,4.4,3.787878788,1976.09
Bhola,1977,9,34.9,25.4,327,86,0.3,5.2,3.787878788,1977.09
Bhola,1978,9,33.5,25.2,438,88,0.2,5.7,3.787878788,1978.09
Bhola,1979,9,32.1,25.5,0,88,0,5.3,3.787878788,1979.09
Bhola,1980,9,33.3,26.3,180,87,0.5,5.1,3.787878788,1980.09
Bhola,1981,9,35.6,25.6,265,87,0.5,5.1,4,1981.09
Bhola,1982,9,33.9,25.9,243,85,0.7,4.6,5.7,1982.09
Bhola,1983,9,34,25.9,351,88,0.7,5.1,4.1,1983.09
Bhola,1984,9,33.8,24.9,292,86,0.3,4.3,4.6,1984.09
Bhola,1985,9,33.8,25.5,214,88,0.5,5.1,4.7,1985.09
Bhola,1986,9,34.6,24.9,563,89,0.5,5.9,2.8,1986.09
Bhola,1987,9,34.2,25.9,182,88,0.3,5.2,3.1,1987.09
Bhola,1988,9,35.4,26,240,89,0.3,5.5,4.1,1988.09
Bhola,1989,9,34,25.8,378,90,0.7,5.6,3.1,1989.09
Bhola,1990,9,34.2,25.8,199,89,0.6,5.9,4.1,1990.09
Bhola,1991,9,33.6,25.6,361,93,0.3,5.4,2.7,1991.09
Bhola,1992,9,34.2,25.6,269,90,0.5,4.8,3.8,1992.09
Bhola,1993,9,34,25.4,219,89,0.5,5.7,3,1993.09
Bhola,1994,9,33.9,25.8,87,84,0.6,4,5,1994.09
Bhola,1995,9,34,26,302,88,0.6,5.5,2.9,1995.09
Bhola,1996,9,36.8,25.9,142,88,0.4,4.5,4,1996.09
Bhola,1997,9,34.2,25.4,439,90,0.9,5.2,3.7,1997.09
Bhola,1998,9,35.6,25.9,263,91,0.5,4.9,2.4,1998.09
Bhola,1999,9,33.5,25.4,398,90,0.5,5.6,1.8,1999.09
Bhola,2000,9,34.6,25.7,206,88,0.3,5,1.8,2000.09
Bhola,2001,9,34.5,25.6,218,90,0.4,4.3,4.2,2001.09
Bhola,2002,9,35.5,25.4,320,88,0.5,4.8,3.8,2002.09
Bhola,2003,9,33.2,25.9,170,89,0.4,4.9,3.5,2003.09
Bhola,2004,9,33.8,25.6,993,91,0.5,5.5,2.7,2004.09
Bhola,2005,9,34.8,25.9,197,88,0.5,5.2,4.4,2005.09
Bhola,2006,9,34.2,25.9,626,88,0.7,4.9,4.9,2006.09
Bhola,2007,9,34,25.8,411,90,0.6,6,2.2,2007.09
Bhola,2008,9,34.5,25.9,155,89,0.4,5.2,5.5,2008.09
Bhola,2009,9,35,26.1,219,88,1.3,4.9,4.9,2009.09
Bhola,2010,9,33.4,26,232,88,1.1,4.9,5.3,2010.09
Bhola,2011,9,35.6,25.9,331,90,1.7,5.1,4,2011.09
Bhola,2012,9,34.8,26.1,191,89,1.4,5,4.3,2012.09
Bhola,2013,9,35.4,26,228,88,1.3,4.9,3.9,2013.09
Bhola,1966,10,32.9,23,175,86.23404255,3,3.2,5.606060606,1966.1
Bhola,1967,10,32.4,22.7,441,89,2.2,2.7,5.606060606,1967.1
Bhola,1968,10,32.3,23.6,162,87,1,5,5.606060606,1968.1
Bhola,1969,10,33.9,23.6,53,85,2.9,3.9,5.606060606,1969.1
Bhola,1970,10,31.4,24.6,288,93,0.7,6.2,5.606060606,1970.1
Bhola,1971,10,32.9,24.3,107,86,0.7,4.4,5.606060606,1971.1
Bhola,1972,10,34.5,23.4,167,87,0.2,2.3,5.606060606,1972.1
Bhola,1973,10,31.9,23.8,148,86,0.5,3.3,5.606060606,1973.1
Bhola,1974,10,35.2,24.8,201,88,0.3,4.4,5.606060606,1974.1
Bhola,1975,10,34.4,24.1,263,88,0.3,3.9,5.606060606,1975.1
Bhola,1976,10,33.9,22.9,153,86,0.2,2.3,5.606060606,1976.1
Bhola,1977,10,33.4,22.9,89,84,0.1,2.9,5.606060606,1977.1
Bhola,1978,10,33.2,24.5,116,84,0.3,2.8,5.606060606,1978.1
Bhola,1979,10,31.9,23.8,0,86,0,3.3,5.606060606,1979.1
Bhola,1980,10,33.6,23.8,322,85,0.3,3.1,5.606060606,1980.1
Bhola,1981,10,33.4,23.5,4,79,0.1,1.6,7.8,1981.1
Bhola,1982,10,34,24,11,81,0.1,1.3,7.2,1982.1
Bhola,1983,10,34.5,23.6,401,87,0.3,3.8,5.1,1983.1
Bhola,1984,10,36.5,24.2,145,86,0.3,3.6,5.4,1984.1
Bhola,1985,10,34.4,23.1,52,83,0.2,2.1,7.8,1985.1
Bhola,1986,10,33.7,23,159,85,0.1,2.6,5.8,1986.1
Bhola,1987,10,35,23.7,53,84,0.1,1.8,7,1987.1
Bhola,1988,10,34.5,23.7,93,86,0.3,3.1,6.4,1988.1
Bhola,1989,10,34,24.4,251,90,0.4,5,3.1,1989.1
Bhola,1990,10,34,22.9,322,89,0.4,4,4.9,1990.1
Bhola,1991,10,35,24,361,90,0.2,3.8,4.1,1991.1
Bhola,1992,10,34,23.8,154,88,0.3,2.8,5.5,1992.1
Bhola,1993,10,33.8,24.1,46,88,0.2,3.4,5.3,1993.1
Bhola,1994,10,33.6,23.7,34,81,0.2,2.9,4.9,1994.1
Bhola,1995,10,34.2,24.7,60,84,0.2,3.2,5.1,1995.1
Bhola,1996,10,34.9,23.7,169,85,0.4,2.3,6.3,1996.1
Bhola,1997,10,34,22.8,38,84,0.3,1.8,4.9,1997.1
Bhola,1998,10,36,25.2,171,88,0.3,3.3,3.9,1998.1
Bhola,1999,10,34,24.6,436,89,0.3,4.7,2.5,1999.1
Bhola,2000,10,35.5,24.6,139,86,0.5,3.6,3.6,2000.1
Bhola,2001,10,34.4,24.5,290,88,0.1,4,5.3,2001.1
Bhola,2002,10,34.5,23.8,54,85,0.2,2.9,6.6,2002.1
Bhola,2003,10,34.5,24.9,263,88,0.3,3.8,4.5,2003.1
Bhola,2004,10,34.5,23.3,282,86,0.3,2.6,6.4,2004.1
Bhola,2005,10,34.6,24.5,397,89,0.3,3.8,5.5,2005.1
Bhola,2006,10,34.2,24.7,38,88,0.2,3.9,5.4,2006.1
Bhola,2007,10,35,23.8,277,86,0.3,3.4,5.8,2007.1
Bhola,2008,10,34,23.6,348,88,0.3,2.8,6.7,2008.1
Bhola,2009,10,34,23.6,146,85,0.2,2.7,6.9,2009.1
Bhola,2010,10,35.8,25.1,442,85,0.9,3.5,6.7,2010.1
Bhola,2011,10,34.6,24.6,63,85,1.3,2.4,6.2,2011.1
Bhola,2012,10,34.2,23.3,123,86,0.9,2.5,6.7,2012.1
Bhola,2013,10,34.7,24.2,200,87,1.6,4.4,5.7,2013.1
Bhola,1966,11,31.4,19.9,21,82.59574468,2.1,2.7,6.515151515,1966.11
Bhola,1967,11,29.1,16.5,1,86,1.5,0.5,6.515151515,1967.11
Bhola,1968,11,29.6,18.3,6,84,0.2,2.7,6.515151515,1968.11
Bhola,1969,11,31.3,19.2,0,85,0.7,2.4,6.515151515,1969.11
Bhola,1970,11,31.5,20.1,9,82,0.2,1.1,6.515151515,1970.11
Bhola,1971,11,31.1,17.8,175,82,0.6,1.9,6.515151515,1971.11
Bhola,1972,11,32.8,19.1,0,80,0.2,2.2,6.515151515,1972.11
Bhola,1973,11,31.5,19.7,197,82,0.8,2.9,6.515151515,1973.11
Bhola,1974,11,33.1,21.4,53,86,0.4,3.3,6.515151515,1974.11
Bhola,1975,11,34.9,18,149,83,0.4,2.7,6.515151515,1975.11
Bhola,1976,11,34,20.4,42,84,0.1,2.3,6.515151515,1976.11
Bhola,1977,11,32.4,20.1,137,82,0.1,3,6.515151515,1977.11
Bhola,1978,11,31.9,19.7,6,79,0.2,0.9,6.515151515,1978.11
Bhola,1979,11,31.1,19.3,0,82,0,2,6.515151515,1979.11
Bhola,1980,11,33.8,18.5,0,75,0.2,0.7,6.515151515,1980.11
Bhola,1981,11,32.5,18.1,0,75,0.3,1.1,7.8,1981.11
Bhola,1982,11,32.5,18.6,29,80,0.2,1.1,6.7,1982.11
Bhola,1983,11,32.5,19.6,6,81,0.3,1.8,4.3,1983.11
Bhola,1984,11,31.4,17.1,0,79,0.2,0.7,6.9,1984.11
Bhola,1985,11,32.5,18.1,24,81,0.1,1.5,7.5,1985.11
Bhola,1986,11,33.6,20.1,266,84,0.2,2.2,6.1,1986.11
Bhola,1987,11,33.4,19.8,20,82,0.2,2.3,6,1987.11
Bhola,1988,11,32.2,19.6,79,84,0.5,2.3,6.6,1988.11
Bhola,1989,11,32,18.1,0,84,0.2,1.1,7.2,1989.11
Bhola,1990,11,33,20.7,83,86,0.2,2.7,5.7,1990.11
Bhola,1991,11,31.2,18.1,3,87,0.2,2.1,5.6,1991.11
Bhola,1992,11,33,19.2,0,85,0.2,2.7,5.4,1992.11
Bhola,1993,11,31.2,19.5,33,85,0.2,1.2,6.6,1993.11
Bhola,1994,11,32.4,19.7,4,76,0.1,2.6,5.4,1994.11
Bhola,1995,11,33.5,20.6,182,82,0.2,3,5.2,1995.11
Bhola,1996,11,33,19.7,6,83,0.2,1.5,6.4,1996.11
Bhola,1997,11,33.8,19.9,0,82,0.2,1.7,6.7,1997.11
Bhola,1998,11,34.4,21.5,124,84,0.3,2.1,5.7,1998.11
Bhola,1999,11,32.2,19.3,0,82,0.2,0.9,4.5,1999.11
Bhola,2000,11,33.2,19.4,89,83,0.1,1,6,2000.11
Bhola,2001,11,31.2,20.7,60,87,0,2.5,5.6,2001.11
Bhola,2002,11,33,20.2,74,84,0.3,2.6,6,2002.11
Bhola,2003,11,32.5,18.2,0,81,0.1,0.1,8.6,2003.11
Bhola,2004,11,30.6,17.8,1,83,0.1,0.7,8,2004.11
Bhola,2005,11,31.7,18.8,0,85,0.2,1.4,7.8,2005.11
Bhola,2006,11,32.6,20,0,86,0.2,2.7,6.6,2006.11
Bhola,2007,11,31.3,20.4,99,85,0.3,2.2,6.3,2007.11
Bhola,2008,11,32.6,18.8,0,83,0.1,1.2,8.3,2008.11
Bhola,2009,11,33.2,19.9,18,82,0.4,2,7.2,2009.11
Bhola,2010,11,33,20.8,39,82,0.9,1.4,6.9,2010.11
Bhola,2011,11,32.1,18.6,0,83,1,0.5,6.9,2011.11
Bhola,2012,11,32.6,18.9,35,83,1,2.4,6.1,2012.11
Bhola,2013,11,32.3,17.9,0,81,1,1,8.4,2013.11
Bhola,1966,12,27.9,13.9,42,81.42553191,2.9,2,5.93030303,1966.12
Bhola,1967,12,28.3,14.4,0,84,1.8,1.4,5.93030303,1967.12
Bhola,1968,12,28.6,13.5,0,82,0.5,1.8,5.93030303,1968.12
Bhola,1969,12,28.6,13.3,0,85,0.7,2.6,5.93030303,1969.12
Bhola,1970,12,27.4,13.8,0,83,0.3,0.2,5.93030303,1970.12
Bhola,1971,12,28.6,13.7,0,80,0.1,0.9,5.93030303,1971.12
Bhola,1972,12,32.6,13.6,0,77,0.3,0.8,5.93030303,1972.12
Bhola,1973,12,28.4,14.1,151,80,0.7,1.8,5.93030303,1973.12
Bhola,1974,12,27.9,13.3,0,86,0.2,0.1,5.93030303,1974.12
Bhola,1975,12,28.7,11.5,0,78,0.1,0.2,5.93030303,1975.12
Bhola,1976,12,30.3,13,0,80,0.1,0.9,5.93030303,1976.12
Bhola,1977,12,30.1,14.3,0,78,0.2,1,5.93030303,1977.12
Bhola,1978,12,30.1,13.5,0,76,0.2,0.7,5.93030303,1978.12
Bhola,1979,12,28,14,0,80,0,1.1,5.93030303,1979.12
Bhola,1980,12,28.3,15,0,75,0.2,1.4,5.93030303,1980.12
Bhola,1981,12,29.2,13.9,26,81,0.5,2.2,6,1981.12
Bhola,1982,12,28.3,13.5,0,78,0.2,0.4,5.9,1982.12
Bhola,1983,12,28.3,13.6,41,81,0.3,1.2,6.3,1983.12
Bhola,1984,12,30,13.9,0,80,0.3,1.3,5.9,1984.12
Bhola,1985,12,30,14.4,0,81,0.1,0.8,6.1,1985.12
Bhola,1986,12,29.5,15,0,81,0.1,1.1,6.1,1986.12
Bhola,1987,12,29.7,14.8,28,82,0.1,1,7.2,1987.12
Bhola,1988,12,30,15.8,0,84,0.2,0.5,6.2,1988.12
Bhola,1989,12,29.2,13.2,0,82,0.3,0.5,7.1,1989.12
Bhola,1990,12,29.5,14.7,35,83,0.3,1.3,5,1990.12
Bhola,1991,12,30,13.9,17,87,0.3,1.9,4.3,1991.12
Bhola,1992,12,28.4,12.8,1,78,0.3,0.5,6,1992.12
Bhola,1993,12,29.6,14.4,0,82,0.2,1.6,5.8,1993.12
Bhola,1994,12,30,13,0,71,0.2,0.8,5.8,1994.12
Bhola,1995,12,30.2,14.1,0,73,0.2,0.3,6.6,1995.12
Bhola,1996,12,30.5,14.6,2,80,0.2,1.6,5.2,1996.12
Bhola,1997,12,30,14.6,7,84,0.4,2.2,4.6,1997.12
Bhola,1998,12,30.5,15.3,6,83,0.2,0.2,5.8,1998.12
Bhola,1999,12,29.8,14.9,8,82,0.2,0.7,5.7,1999.12
Bhola,2000,12,28.8,13.6,0,79,0.2,0.3,5.7,2000.12
Bhola,2001,12,28,14.1,0,83,0.2,1.1,6.1,2001.12
Bhola,2002,12,30.5,15.3,0,84,0.2,0.8,4.7,2002.12
Bhola,2003,12,29.5,14.7,30,84,0.2,1.9,5.6,2003.12
Bhola,2004,12,29.6,15.3,0,84,0.2,0.5,7.7,2004.12
Bhola,2005,12,29.5,14.5,8,83,0.3,1.5,7.9,2005.12
Bhola,2006,12,29.4,14.5,0,85,0.2,0.2,5.8,2006.12
Bhola,2007,12,28.7,14.7,0,85,0.2,1,5.2,2007.12
Bhola,2008,12,29.2,16.1,0,87,0,1.7,5,2008.12
Bhola,2009,12,29.7,14,0,82,0.6,0.8,6.6,2009.12
Bhola,2010,12,29.5,14.2,8,81,1,1.5,6.1,2010.12
Bhola,2011,12,30,15.1,0,85,0.7,0.7,5.7,2011.12
Bhola,2012,12,28.8,13.3,1,85,1,0.8,5.7,2012.12
Bhola,2013,12,31,14.2,0,83,1.3,0.6,6.3,2013.12
Bogra,1948,1,25.8,11.7,8.140625,74.21875,0.875925926,1.1,7.296226415,1948.01
Bogra,1949,1,27.5,11.9,8.140625,74.21875,0.875925926,0.7,7.296226415,1949.01
Bogra,1950,1,25.8,11.7,0,68,0.875925926,0.8,7.296226415,1950.01
Bogra,1951,1,25.8,11.7,5,71,0.875925926,0.7,7.296226415,1951.01
Bogra,1952,1,33.2,12.3,0,66,0.875925926,1,7.296226415,1952.01
Bogra,1953,1,25.8,11.7,8,79,0.875925926,2.3,7.296226415,1953.01
Bogra,1954,1,25.8,11.7,17,76,0.875925926,0.8,7.296226415,1954.01
Bogra,1955,1,25.8,11.7,8,70,0.875925926,1.5,7.296226415,1955.01
Bogra,1956,1,31.1,10.9,8,74,0.875925926,0.7,7.296226415,1956.01
Bogra,1957,1,25.8,11.7,48,77,0.875925926,1.8,7.296226415,1957.01
Bogra,1958,1,29.8,12.9,1,69,0.875925926,1.1,7.296226415,1958.01
Bogra,1959,1,26.3,11.9,35,79,0.875925926,1.8,7.296226415,1959.01
Bogra,1960,1,27.3,11.4,0,67,0.8,1.1,7.296226415,1960.01
Bogra,1961,1,29,12.5,24,77,0.5,1,8.8,1961.01
Bogra,1962,1,27.4,10.7,9,74,0.7,0.6,8.8,1962.01
Bogra,1963,1,37.8,10.9,0,71,0.5,0.4,8.8,1963.01
Bogra,1964,1,29.4,10.6,0,66,0.9,0.6,8.6,1964.01
Bogra,1965,1,29.4,11.8,0,68,0.8,0.9,9.1,1965.01
Bogra,1966,1,26.7,12.8,40,73,1.2,1.1,8.2,1966.01
Bogra,1967,1,28.3,11.7,13,73,1,1.1,9.3,1967.01
Bogra,1968,1,26.1,11.7,3,73,0.8,1.1,8.2,1968.01
Bogra,1969,1,28.3,10.9,3,65,0.9,1,9.3,1969.01
Bogra,1970,1,25.7,11.5,0,72,0.6,1.5,8.7,1970.01
Bogra,1971,1,26.7,11.9,13,73,0.4,1.9,8.8,1971.01
Bogra,1972,1,27.2,12.1,3,64,0.9,0.4,9,1972.01
Bogra,1973,1,27.8,11.4,12,70,0.6,0.5,9.2,1973.01
Bogra,1974,1,26.7,11.4,0,72,0.6,0.4,9.7,1974.01
Bogra,1975,1,27.6,11.5,4,70,0.9,1.1,9.2,1975.01
Bogra,1976,1,28.3,11.4,0,71,0.7,0.6,9.3,1976.01
Bogra,1977,1,25.8,11.7,2,73,0.7,1.1,9,1977.01
Bogra,1978,1,27.2,10.3,2,73,0.8,0.5,9.2,1978.01
Bogra,1979,1,29.9,12.6,9,71,0.8,1.2,8.3,1979.01
Bogra,1980,1,29.7,11.5,9,70,0.8,0.6,8.5,1980.01
Bogra,1981,1,27.9,12.7,32,78,0.8,1.7,7.5,1981.01
Bogra,1982,1,29.1,12.2,0,73,0.5,0.5,8.8,1982.01
Bogra,1983,1,28.9,11.2,7,72,0.8,1,7.2,1983.01
Bogra,1984,1,26,11.5,11,75,0.7,1.2,7.4,1984.01
Bogra,1985,1,28.2,12.8,0,72,0.7,1.5,7.3,1985.01
Bogra,1986,1,28,12.3,3,72,0.6,1.2,7.7,1986.01
Bogra,1987,1,29.4,12.4,0,74,0.6,1.1,8,1987.01
Bogra,1988,1,28.6,12,0,74,0.6,0.8,8,1988.01
Bogra,1989,1,27.7,9.9,0,73,0.9,0.6,8.5,1989.01
Bogra,1990,1,29.5,11.9,0,80,1,0.4,6.5,1990.01
Bogra,1991,1,28.2,10.8,4,74,0.7,1.3,7.2,1991.01
Bogra,1992,1,27.9,12.3,0,81,0.5,0.7,6,1992.01
Bogra,1993,1,28,11.2,65,81,1.1,1.1,6.1,1993.01
Bogra,1994,1,29,12.8,10,72,0.8,1.3,6.7,1994.01
Bogra,1995,1,28,10.7,16,69,0.9,1.4,7.2,1995.01
Bogra,1996,1,27.7,12.2,3,77,0.6,1.3,7.1,1996.01
Bogra,1997,1,27,11.2,10,75,0.4,1.4,7.3,1997.01
Bogra,1998,1,27.4,11,10,82,0.7,2.8,4.4,1998.01
Bogra,1999,1,29,11.9,0,76,0.9,0.5,7.9,1999.01
Bogra,2000,1,28,12.1,18,78,0.7,1.2,7,2000.01
Bogra,2001,1,27.4,10.7,0,73,0.6,0.7,7.8,2001.01
Bogra,2002,1,28,13.2,0,79,0.4,1.5,6,2002.01
Bogra,2003,1,28,9.5,4,83,0.7,0.9,5.6,2003.01
Bogra,2004,1,26,11.7,0,84,0.7,2.7,5.6,2004.01
Bogra,2005,1,27,12.1,5,79,0.6,2,5.6,2005.01
Bogra,2006,1,28.6,11.9,0,80,0.6,1,5.7,2006.01
Bogra,2007,1,28.9,10.7,0,77,0.3,1,3.7,2007.01
Bogra,2008,1,28,12.5,27,80,0.5,1.8,3.3,2008.01
Bogra,2009,1,27.5,13.1,0,82,2.1,0.9,4.4,2009.01
Bogra,2010,1,28.7,10.9,0,80,3.1,1.5,5.2,2010.01
Bogra,2011,1,27,10.1,1,80,2.1,1.5,4,2011.01
Bogra,2012,1,27.2,12.2,19,74,2.7,2.1,3.6,2012.01
Bogra,2013,1,28.5,10.3,0,76,2.5,0.9,4.4,2013.01
Bogra,1948,2,33.3,13.3,11.140625,66.53125,1.022222222,1.9,8.267924528,1948.02
Bogra,1949,2,29.7,13.8,11.140625,66.53125,1.022222222,1,8.267924528,1949.02
Bogra,1950,2,29.7,13.8,18,68,1.022222222,1.5,8.267924528,1950.02
Bogra,1951,2,29.7,13.8,0,51,1.022222222,0.1,8.267924528,1951.02
Bogra,1952,2,34.3,14.4,0,53,1.022222222,2.1,8.267924528,1952.02
Bogra,1953,2,29.7,13.8,9,74,1.022222222,2.1,8.267924528,1953.02
Bogra,1954,2,32.2,14.8,19,68,1.022222222,2.1,8.267924528,1954.02
Bogra,1955,2,29.7,13.8,6,56,1.022222222,0.7,8.267924528,1955.02
Bogra,1956,2,32.8,12.3,2,63,1.022222222,0.9,8.267924528,1956.02
Bogra,1957,2,29.7,13.8,32,68,1.022222222,1.4,8.267924528,1957.02
Bogra,1958,2,37.8,13.4,49,62,1.022222222,1.7,8.267924528,1958.02
Bogra,1959,2,37.8,12.9,0,71,1.022222222,0.8,8.267924528,1959.02
Bogra,1960,2,37.8,14.1,0,60,0.6,0.3,8.267924528,1960.02
Bogra,1961,2,29.7,12.4,27,68,1,2.1,7.9,1961.02
Bogra,1962,2,37.8,14.4,16,69,0.7,1.7,9,1962.02
Bogra,1963,2,37.8,13.2,0,61,0.5,0.5,9.2,1963.02
Bogra,1964,2,37.8,13.7,10,60,1.2,1.3,8.3,1964.02
Bogra,1965,2,34.3,13.4,13,61,1.1,1.3,9.4,1965.02
Bogra,1966,2,33.6,14.7,0,65,1,1.3,9.5,1966.02
Bogra,1967,2,34,13.6,0,65,1.2,1.3,9.5,1967.02
Bogra,1968,2,30.7,11.4,1,65,1.1,1.3,9.5,1968.02
Bogra,1969,2,35.3,12.3,0,53,1,0.9,9.5,1969.02
Bogra,1970,2,37.8,13.7,0,62,0.8,1.5,10.2,1970.02
Bogra,1971,2,32.2,12.4,4,65,0.7,1.2,9.8,1971.02
Bogra,1972,2,30.6,12,16,59,0.9,1.1,9.5,1972.02
Bogra,1973,2,32.8,15,63,64,0.8,1.3,9.7,1973.02
Bogra,1974,2,32.8,12.4,0,65,1,0.4,10.1,1974.02
Bogra,1975,2,32.6,13.7,6,61,1,1.7,8.7,1975.02
Bogra,1976,2,32.9,14.8,11,60,1.3,1.1,10,1976.02
Bogra,1977,2,29.7,13.8,1,65,0.9,1.3,9.5,1977.02
Bogra,1978,2,29.7,13.8,1,65,0.9,1.3,9.5,1978.02
Bogra,1979,2,31.6,13.4,15,63,1.2,1.6,9.2,1979.02
Bogra,1980,2,31.7,13.6,3,64,0.8,1.3,8.2,1980.02
Bogra,1981,2,33.3,14.5,20,68,0.8,1.2,8.8,1981.02
Bogra,1982,2,30.6,13.5,4,63,0.7,1.7,8.8,1982.02
Bogra,1983,2,31.1,12.2,3,61,1,1.1,8.2,1983.02
Bogra,1984,2,30.2,13.1,16,67,1.1,1.8,7.5,1984.02
Bogra,1985,2,30.5,14,4,66,0.7,0.9,8.4,1985.02
Bogra,1986,2,31,13.9,4,63,0.8,1.3,8.6,1986.02
Bogra,1987,2,32.5,15.4,3,70,0.6,1.3,8.5,1987.02
Bogra,1988,2,31,14.7,29,72,0.8,1.4,7.8,1988.02
Bogra,1989,2,31.4,12.8,16,67,1.5,0.9,8.6,1989.02
Bogra,1990,2,30.4,15,27,78,1,2.5,6.9,1990.02
Bogra,1991,2,32.4,14.8,14,71,0.8,1.2,8.4,1991.02
Bogra,1992,2,28.7,13.4,14,75,0.9,1.3,7.4,1992.02
Bogra,1993,2,32,15.7,3,75,1,1.5,7.1,1993.02
Bogra,1994,2,31.5,13.6,26,71,0.6,1.4,7.9,1994.02
Bogra,1995,2,28.6,14.4,16,70,1,1.8,7.1,1995.02
Bogra,1996,2,30.4,15,28,74,0.7,1.1,8.3,1996.02
Bogra,1997,2,30.3,13.4,11,70,0.9,1.5,7.9,1997.02
Bogra,1998,2,30.8,15,13,71,0.8,1.7,7.4,1998.02
Bogra,1999,2,33.5,15.8,0,70,0.8,0.7,8.6,1999.02
Bogra,2000,2,27.7,13.5,35,72,0.7,1.9,7.7,2000.02
Bogra,2001,2,30.8,14.5,0,71,0.5,1,6.4,2001.02
Bogra,2002,2,31,14.8,0,69,0.7,1,8.1,2002.02
Bogra,2003,2,30.5,15.2,53,75,0.5,1.6,8.3,2003.02
Bogra,2004,2,33,14.4,0,70,0.5,0.6,8.3,2004.02
Bogra,2005,2,31.7,16,9,68,1,1.2,8.3,2005.02
Bogra,2006,2,34.8,17.9,0,76,0.5,0.7,5,2006.02
Bogra,2007,2,30,15.5,18,78,0.4,2.3,4.6,2007.02
Bogra,2008,2,30,13,0,72,0.5,0.9,5.6,2008.02
Bogra,2009,2,32.2,13.9,3,66,2.9,0.4,8.7,2009.02
Bogra,2010,2,31.2,14.4,0,66,2.3,1.1,6.9,2010.02
Bogra,2011,2,30.5,14.7,0,68,2.8,0.9,7.1,2011.02
Bogra,2012,2,32,13.9,0,64,3,0.7,7.4,2012.02
Bogra,2013,2,32.5,15.1,22,67,2.7,1.3,7.4,2013.02
Bogra,1948,3,38.3,17.4,25.3125,61.8125,1.340740741,2.1,8.573584906,1948.03
Bogra,1949,3,34.2,18.2,25.3125,61.8125,1.340740741,1,8.573584906,1949.03
Bogra,1950,3,34.2,18.2,36,60,1.340740741,2.1,8.573584906,1950.03
Bogra,1951,3,34.2,18.2,13,48,1.340740741,2.9,8.573584906,1951.03
Bogra,1952,3,36.9,17.2,13,57,1.340740741,3.2,8.573584906,1952.03
Bogra,1953,3,34.2,18.2,90,80,1.340740741,3.6,8.573584906,1953.03
Bogra,1954,3,37.8,17,0,52,1.340740741,1.7,8.573584906,1954.03
Bogra,1955,3,34.2,18.2,30,56,1.340740741,2.2,8.573584906,1955.03
Bogra,1956,3,37.2,18.5,48,65,1.340740741,2.6,8.573584906,1956.03
Bogra,1957,3,37.8,18.2,35,59,1.340740741,1.8,8.573584906,1957.03
Bogra,1958,3,43.5,17.2,254,48,1.340740741,1.4,8.573584906,1958.03
Bogra,1959,3,38,16.6,119,64,1.340740741,1.7,8.573584906,1959.03
Bogra,1960,3,39.6,17.5,34,60,1.2,2.5,8.573584906,1960.03
Bogra,1961,3,38.3,18.5,1,59,1.2,1.5,8.5,1961.03
Bogra,1962,3,40.3,16.9,1,51,1.2,0.9,9.7,1962.03
Bogra,1963,3,39,17.4,13,59,0.9,1.3,8.4,1963.03
Bogra,1964,3,38.3,19,21,52,1.3,0.9,8.2,1964.03
Bogra,1965,3,36.2,16.5,1,54,1.5,2,8.6,1965.03
Bogra,1966,3,37.7,17.8,1,60,1.4,1.7,9.5,1966.03
Bogra,1967,3,35,18.2,88,60,1.7,1.7,8,1967.03
Bogra,1968,3,37,17.9,20,60,1.6,1.7,8.6,1968.03
Bogra,1969,3,37.2,18.8,19,55,1.3,2.2,8,1969.03
Bogra,1970,3,43.4,19,0,55,1.3,1.7,9.1,1970.03
Bogra,1971,3,37.2,17.4,9,60,0.8,1.4,9.9,1971.03
Bogra,1972,3,37.5,18.6,14,53,1.1,1.1,10.1,1972.03
Bogra,1973,3,39.9,17.9,10,61,0.8,1,9.9,1973.03
Bogra,1974,3,36.7,16.7,68,64,0.9,1.3,10,1974.03
Bogra,1975,3,37.8,17.9,24,51,1.2,1,9.7,1975.03
Bogra,1976,3,38.1,18.9,22,50,1.4,0.7,10.7,1976.03
