location,co_level,gas_level,temperature,humidity,dust_level
Baridhara,7,45,30,49,20
Baridhara,75,155,18,43,59
Baridhara,4,19,22,52,12
Baridhara,99,242,31,66,69
Baridhara,7,42,28,47,1
Baridhara,51,67,24,68,54
Baridhara,8,31,21,40,12
Baridhara,57,136,10,78,52
Baridhara,3,16,22,44,8
Baridhara,99,176,17,35,37
Baridhara,4,47,22,45,4
Baridhara,92,108,16,40,70
Baridhara,4,33,21,46,3
Baridhara,22,262,24,37,54
Baridhara,9,14,20,56,3
Baridhara,28,129,11,44,49
Baridhara,6,2,27,46,11
Baridhara,62,52,17,72,88
Baridhara,10,21,20,54,20
Baridhara,71,247,25,31,61
Baridhara,9,46,28,44,14
Baridhara,57,136,10,73,74
Baridhara,7,25,27,56,2
Baridhara,82,280,32,30,32
Baridhara,9,18,23,58,1
Baridhara,54,296,18,41,75
Baridhara,9,42,25,41,16
Baridhara,67,196,26,77,18
Baridhara,4,31,22,51,11
Baridhara,99,298,12,47,29
Baridhara,7,31,28,53,19
Baridhara,61,247,25,60,98
Baridhara,7,4,21,46,14
Baridhara,72,191,13,80,96
Baridhara,3,40,23,46,19
Baridhara,76,253,17,51,18
Baridhara,7,29,28,44,6
Baridhara,88,149,17,33,91
Baridhara,8,1,26,55,18
Baridhara,68,233,11,65,95
Baridhara,7,48,30,57,3
Baridhara,87,86,18,36,72
Baridhara,8,30,20,56,12
Baridhara,41,146,35,73,83
Baridhara,4,38,21,56,9
Baridhara,23,262,17,36,57
Baridhara,7,43,22,51,14
Baridhara,38,127,22,45,16
Baridhara,4,9,22,45,18
Baridhara,43,62,32,71,45
Baridhara,7,31,24,55,10
Baridhara,33,211,18,62,59
Baridhara,3,47,25,46,13
Baridhara,61,160,14,80,67
Baridhara,4,18,24,42,17
Baridhara,95,269,18,44,90
Baridhara,9,44,23,43,18
Baridhara,31,220,33,38,63
Baridhara,8,13,28,51,3
Baridhara,84,54,26,62,37
Baridhara,1,50,26,44,18
Baridhara,33,158,19,41,15
Baridhara,8,33,20,54,11
Baridhara,22,213,24,47,15
Baridhara,7,4,29,55,12
Baridhara,31,147,31,33,99
Baridhara,4,15,26,43,12
Baridhara,26,285,20,56,95
Baridhara,8,16,26,56,9
Baridhara,37,221,23,78,13
Baridhara,3,40,22,43,15
Baridhara,97,207,27,64,32
Baridhara,4,21,22,49,10
Baridhara,82,141,20,66,49
Baridhara,7,20,26,45,20
Baridhara,37,252,11,43,53
Baridhara,1,20,30,46,19
Baridhara,80,105,21,64,91
Baridhara,1,15,30,41,10
Baridhara,41,283,11,38,22
Baridhara,7,11,25,40,6
Baridhara,79,178,31,63,88
Baridhara,10,21,25,45,17
Baridhara,87,174,35,47,33
Baridhara,2,44,21,45,4
Baridhara,50,52,31,71,75
Baridhara,8,45,20,48,16
Baridhara,72,66,16,70,52
Baridhara,10,35,28,44,6
Baridhara,84,267,32,36,43
Baridhara,7,38,30,46,16
Baridhara,40,190,17,56,70
Baridhara,7,26,22,46,5
Baridhara,59,200,11,77,34
Baridhara,10,16,21,45,18
Baridhara,55,261,15,49,49
Baridhara,10,1,25,40,19
Baridhara,62,89,20,35,77
Baridhara,8,5,27,58,19
Baridhara,89,155,15,52,58
Baridhara,10,42,29,56,4
Baridhara,71,117,28,73,29
Baridhara,5,2,27,45,1
Baridhara,63,253,15,55,53
Baridhara,2,22,27,59,5
Baridhara,48,209,15,51,34
Baridhara,10,19,24,42,7
Baridhara,72,280,25,45,100
Baridhara,1,31,20,47,19
Baridhara,84,151,17,40,41
Baridhara,9,2,27,48,15
Baridhara,67,184,32,80,55
Baridhara,2,2,28,50,19
Baridhara,50,286,27,74,85
Baridhara,4,2,29,48,9
Baridhara,73,64,16,50,47
Baridhara,2,39,24,57,10
Baridhara,64,277,27,62,49
Baridhara,4,1,25,40,5
Baridhara,86,112,27,74,86
Baridhara,1,6,30,55,12
Baridhara,30,298,17,55,24
Baridhara,10,3,23,56,14
Baridhara,96,102,23,34,81
Baridhara,3,28,24,40,4
Baridhara,91,261,17,73,42
Baridhara,9,22,23,46,3
Baridhara,32,119,33,50,37
Baridhara,1,40,20,46,9
Baridhara,35,252,28,45,70
Baridhara,8,34,20,49,5
Baridhara,61,155,17,32,72
Baridhara,4,19,23,54,12
Baridhara,20,236,21,34,16
Baridhara,5,14,27,56,9
Baridhara,35,112,24,46,58
Baridhara,4,39,23,42,2
Baridhara,87,133,17,76,26
Baridhara,1,23,23,43,7
Baridhara,65,234,29,31,64
Baridhara,7,45,21,46,16
Baridhara,71,295,14,65,27
Baridhara,3,17,21,57,17
Baridhara,48,182,31,69,55
Baridhara,8,32,25,54,11
Baridhara,83,123,10,55,59
Baridhara,10,44,24,58,10
Baridhara,68,205,25,57,17
Baridhara,6,8,21,60,12
Baridhara,72,234,35,78,57
Baridhara,7,50,22,52,4
Baridhara,69,108,14,43,84
Baridhara,2,20,21,53,6
Baridhara,97,114,33,61,25
Baridhara,7,23,30,47,3
Baridhara,92,143,11,40,83
Baridhara,9,48,28,52,17
Baridhara,25,209,28,41,26
Baridhara,6,5,30,51,15
Baridhara,85,233,16,57,76
Baridhara,2,11,28,50,19
Baridhara,20,136,17,77,19
Baridhara,7,4,26,57,6
Baridhara,77,202,15,66,52
Baridhara,3,43,26,53,14
Baridhara,90,299,33,75,63
Baridhara,2,39,30,42,10
Baridhara,77,129,29,74,15
Baridhara,2,2,30,55,11
Baridhara,41,129,18,44,11
Baridhara,9,16,24,40,15
Baridhara,94,106,27,63,100
Baridhara,2,23,25,54,4
Baridhara,40,70,10,74,35
Baridhara,9,6,30,45,20
Baridhara,32,156,20,66,36
Baridhara,2,13,22,57,16
Baridhara,34,52,23,62,67
Baridhara,4,7,29,41,17
Baridhara,86,135,24,34,100
Baridhara,1,1,21,54,4
Baridhara,32,72,28,43,68
Baridhara,5,32,28,54,1
Baridhara,74,161,16,55,99
Baridhara,1,26,21,41,20
Baridhara,51,262,19,44,11
Baridhara,5,2,22,53,17
Baridhara,53,226,17,30,19
Baridhara,1,10,29,42,11
Baridhara,60,278,16,65,98
Baridhara,6,8,21,54,14
Baridhara,60,300,22,74,45
Baridhara,8,17,22,60,1
Baridhara,89,153,26,42,16
Baridhara,4,8,23,54,18
Baridhara,87,227,21,39,64
Baridhara,10,23,24,44,1
Baridhara,50,105,13,44,99
Baridhara,2,23,25,52,6
Baridhara,82,71,28,35,77
Baridhara,10,46,27,49,20
Baridhara,23,268,11,76,51
Baridhara,4,3,20,42,9
Baridhara,79,217,14,80,27
Baridhara,10,18,25,49,7
Baridhara,95,159,25,73,53
Baridhara,4,31,27,44,15
Baridhara,40,63,18,55,44
Baridhara,6,43,27,48,20
Baridhara,92,152,15,78,48
Baridhara,8,22,26,40,11
Baridhara,32,256,21,60,16
Baridhara,6,8,23,42,14
Baridhara,77,129,18,74,23
Baridhara,9,26,28,51,19
Baridhara,34,61,34,32,67
Baridhara,10,16,23,44,16
Baridhara,49,144,18,67,15
Baridhara,4,29,23,43,16
Baridhara,93,111,19,30,69
Baridhara,7,45,21,40,13
Baridhara,45,53,13,77,41
Baridhara,7,28,27,43,13
Baridhara,64,241,17,46,62
Baridhara,1,22,24,56,15
Baridhara,34,167,12,42,37
Baridhara,7,49,23,45,17
Baridhara,80,159,33,75,36
Baridhara,1,40,23,56,19
Baridhara,50,90,19,49,52
Baridhara,7,27,30,42,16
Baridhara,85,278,13,66,94
Baridhara,2,2,21,56,4
Baridhara,22,94,14,69,22
Baridhara,3,9,25,46,3
Baridhara,54,273,11,62,91
Baridhara,7,1,26,48,8
Baridhara,65,63,26,30,96
Baridhara,7,12,25,46,13
Baridhara,67,55,27,80,52
Baridhara,5,49,22,42,7
Baridhara,52,56,10,76,57
Baridhara,4,20,20,42,13
Baridhara,77,181,28,35,30
Baridhara,2,12,28,46,1
Baridhara,29,238,24,45,14
Baridhara,9,3,22,55,3
Baridhara,28,98,27,31,15
Baridhara,3,37,27,59,16
Baridhara,100,134,14,41,28
Baridhara,7,21,22,52,16
Baridhara,49,293,29,71,88
Baridhara,3,12,25,40,6
Baridhara,35,96,29,52,76
Baridhara,6,27,28,51,15
Baridhara,94,266,11,69,59
Baridhara,5,35,26,60,3
Baridhara,57,172,21,69,49
Baridhara,6,20,22,56,19
Baridhara,20,79,24,76,35
Baridhara,10,37,29,50,16
Baridhara,38,112,17,65,33
Baridhara,10,32,29,50,4
Baridhara,80,90,15,76,13
Baridhara,4,30,28,46,10
Baridhara,52,65,18,34,42
Baridhara,3,45,23,48,2
Baridhara,31,188,16,31,87
Baridhara,9,33,28,52,8
Baridhara,48,165,27,67,10
Baridhara,3,8,26,47,15
Baridhara,41,127,24,49,24
Baridhara,8,41,27,58,12
Baridhara,65,114,14,53,91
Baridhara,8,33,23,54,19
Baridhara,28,225,23,46,83
Baridhara,8,4,25,58,18
Baridhara,67,73,31,48,44
Baridhara,6,39,30,55,13
Baridhara,51,101,29,37,47
Baridhara,7,38,21,54,7
Baridhara,76,74,16,70,12
Baridhara,3,12,30,47,18
Baridhara,85,287,32,34,20
Baridhara,9,46,20,47,14
Baridhara,66,69,25,44,77
Baridhara,10,46,26,49,2
Baridhara,43,116,16,53,27
Baridhara,4,33,22,41,14
Baridhara,83,77,11,58,94
Baridhara,4,44,20,58,6
Baridhara,92,216,29,80,72
Baridhara,6,16,24,50,14
Baridhara,96,210,33,78,96
Baridhara,5,40,21,47,1
Baridhara,31,253,23,76,31
Baridhara,3,49,29,54,17
Baridhara,89,250,21,62,60
Baridhara,6,20,23,47,10
Baridhara,80,288,19,34,81
Baridhara,6,7,24,50,17
Baridhara,51,255,24,80,27
Baridhara,8,1,21,49,7
Baridhara,75,84,31,68,97
Baridhara,9,15,25,56,12
Baridhara,21,216,10,80,45
Baridhara,9,39,30,50,1
Baridhara,70,86,10,57,89
Baridhara,9,20,27,41,13
Baridhara,29,172,28,34,44
Baridhara,5,24,28,42,20
Baridhara,68,223,29,47,13
Baridhara,2,45,25,58,6
Baridhara,44,159,13,42,54
Baridhara,9,43,22,56,8
Baridhara,36,56,15,73,38
Baridhara,7,12,20,52,9
Baridhara,59,63,26,59,10
Baridhara,10,29,30,51,6
Baridhara,30,285,16,79,97
Baridhara,5,29,22,47,8
Baridhara,71,79,28,48,13
Baridhara,9,10,29,52,17
Baridhara,29,66,18,50,82
Baridhara,7,7,30,56,7
Baridhara,30,292,16,55,36
Baridhara,1,10,20,49,8
Baridhara,73,172,32,76,70
Baridhara,2,38,22,41,2
Baridhara,100,256,11,79,75
Baridhara,5,11,23,43,3
Baridhara,64,167,34,35,79
Baridhara,6,27,26,52,12
Baridhara,27,274,35,65,77
Baridhara,6,17,23,41,2
Baridhara,40,193,34,79,80
Baridhara,6,30,28,48,2
Baridhara,26,130,25,41,28
Baridhara,1,34,25,46,1
Baridhara,81,283,20,48,14
Baridhara,7,9,22,46,11
Baridhara,31,170,33,37,58
Baridhara,3,13,22,41,6
Baridhara,35,128,31,51,44
Baridhara,6,3,24,53,11
Baridhara,87,102,12,74,65
Baridhara,6,23,29,51,9
Baridhara,52,287,33,31,27
Baridhara,8,24,20,58,12
Baridhara,99,117,16,73,57
Baridhara,10,22,21,57,7
Baridhara,74,149,14,52,59
Baridhara,8,44,25,52,14
Baridhara,90,225,26,38,21
Baridhara,9,24,24,56,2
Baridhara,90,79,29,61,92
Baridhara,3,13,22,50,16
Baridhara,81,85,34,49,100
Baridhara,6,20,21,40,11
Baridhara,82,173,18,77,95
Baridhara,4,38,20,53,19
Baridhara,72,260,34,53,23
Baridhara,2,23,26,59,19
Baridhara,62,165,12,32,38
Baridhara,10,30,29,55,5
Baridhara,60,240,27,65,29
Baridhara,6,44,24,56,11
Baridhara,96,98,29,64,67
Baridhara,7,38,26,46,11
Baridhara,85,293,23,58,34
Baridhara,1,25,28,51,9
Baridhara,26,111,32,40,88
Baridhara,2,2,28,47,11
Baridhara,94,249,16,31,37
Baridhara,6,37,28,47,18
Baridhara,72,242,15,79,43
Baridhara,2,33,25,56,19
Baridhara,80,294,29,75,90
Baridhara,9,24,24,42,5
Baridhara,78,183,29,56,74
Baridhara,4,22,28,44,12
Baridhara,88,146,28,32,48
Baridhara,8,10,21,59,4
Baridhara,91,107,18,44,69
Baridhara,6,18,28,46,7
Baridhara,38,283,25,30,63
Baridhara,2,27,23,45,18
Baridhara,43,289,22,61,90
Baridhara,8,33,20,52,16
Baridhara,81,253,30,57,43
Baridhara,1,10,27,46,5
Baridhara,91,120,25,52,18
Baridhara,6,37,28,45,6
Baridhara,27,156,25,50,13
Baridhara,7,35,26,46,17
Baridhara,58,135,35,51,16
Baridhara,4,35,20,46,20
Baridhara,58,73,20,69,52
Baridhara,7,36,26,41,6
Baridhara,67,286,28,34,44
Baridhara,6,24,26,41,10
Baridhara,67,140,24,35,30
Baridhara,5,2,30,42,7
Baridhara,70,160,29,69,72
Baridhara,6,14,29,52,15
Baridhara,40,271,25,75,21
Baridhara,3,20,24,56,16
Baridhara,70,51,26,60,50
Baridhara,10,31,22,40,7
Baridhara,49,245,32,78,16
Baridhara,3,9,22,48,1
Baridhara,100,74,28,42,38
Baridhara,4,13,21,47,2
Baridhara,63,135,24,49,98
Baridhara,1,12,29,42,7
Baridhara,83,242,24,51,75
Baridhara,4,2,27,48,8
Baridhara,20,160,20,53,68
Baridhara,6,2,22,59,8
Baridhara,94,213,18,52,49
Baridhara,10,41,23,44,16
Baridhara,81,201,18,49,58
Baridhara,6,5,29,42,9
Baridhara,57,286,34,69,92
Baridhara,9,10,20,43,16
Baridhara,74,94,21,58,66
Baridhara,10,47,29,46,1
Baridhara,28,110,14,54,87
Baridhara,1,15,26,42,11
Baridhara,52,204,13,48,79
Baridhara,2,21,30,60,10
Baridhara,75,284,34,77,43
Baridhara,1,5,25,56,9
Baridhara,77,178,35,61,63
Baridhara,9,10,22,45,13
Baridhara,60,256,30,77,96
Baridhara,10,9,29,53,2
Baridhara,86,243,19,55,65
Baridhara,2,11,22,54,3
Baridhara,68,241,27,52,72
Baridhara,4,12,20,57,11
Baridhara,43,297,35,79,20
Baridhara,4,44,29,52,2
Baridhara,22,77,26,80,57
Baridhara,9,39,26,40,14
Baridhara,86,84,23,53,30
Baridhara,7,32,28,41,12
Baridhara,99,110,10,49,57
Baridhara,9,31,30,46,15
Baridhara,37,210,31,64,76
Baridhara,10,13,30,44,14
Baridhara,49,195,31,50,98
Baridhara,8,21,24,41,14
Baridhara,48,206,15,51,45
Baridhara,10,32,27,51,8
Baridhara,31,258,18,78,50
Baridhara,2,32,27,56,9
Baridhara,32,208,27,35,14
Baridhara,1,3,24,58,8
Baridhara,88,131,31,62,45
Baridhara,1,36,27,58,15
Baridhara,54,187,12,30,14
Baridhara,4,15,21,49,1
Baridhara,36,108,16,45,54
Baridhara,4,38,22,40,6
Baridhara,26,298,23,63,11
Baridhara,9,42,27,52,2
Baridhara,47,296,13,58,63
Baridhara,10,22,28,49,13
Baridhara,97,191,34,36,17
Baridhara,1,17,29,55,16
Baridhara,26,230,22,37,70
Baridhara,6,37,24,48,6
Baridhara,84,76,17,58,63
Baridhara,10,21,26,47,19
Baridhara,76,208,21,79,55
Baridhara,2,13,23,54,15
Baridhara,24,224,13,37,52
Baridhara,9,20,22,57,17
Baridhara,36,181,11,39,33
Baridhara,6,36,28,49,7
Baridhara,57,157,27,75,16
Baridhara,9,47,23,52,17
Baridhara,85,56,19,49,32
Baridhara,5,36,25,40,7
Baridhara,47,79,19,53,100
Baridhara,9,19,20,46,17
Baridhara,21,154,19,66,64
Baridhara,8,3,26,50,2
Baridhara,59,214,31,60,75
Baridhara,4,3,23,41,6
Baridhara,47,153,17,42,89
Baridhara,2,29,27,40,8
Baridhara,71,114,12,32,17
Baridhara,7,48,29,46,9
Baridhara,39,159,27,71,36
Baridhara,9,21,27,49,18
Baridhara,43,150,32,80,32
Baridhara,3,37,29,44,6
Baridhara,81,107,17,52,12
Baridhara,9,7,30,60,15
Baridhara,34,288,27,65,59
Baridhara,9,34,20,43,20
Baridhara,97,132,10,63,64
Baridhara,4,20,21,43,4
Baridhara,25,233,21,74,29
Baridhara,4,16,22,54,6
Baridhara,57,136,32,35,100
Baridhara,8,9,28,43,12
Baridhara,64,118,10,46,47
Baridhara,9,19,26,55,5
Baridhara,65,242,19,60,65
Baridhara,1,5,24,44,16
Baridhara,82,199,34,35,90
Baridhara,7,31,27,40,4
Baridhara,83,207,32,42,24
Baridhara,4,16,24,51,4
Baridhara,45,124,30,48,98
Baridhara,3,31,25,52,14
Baridhara,72,180,27,70,39
Baridhara,4,33,29,42,8
Baridhara,55,51,19,77,28
Baridhara,9,33,29,43,3
Baridhara,62,295,12,46,62
Baridhara,5,5,30,57,18
Baridhara,82,243,22,31,48
Baridhara,1,43,28,52,3
Baridhara,52,252,24,58,16
Baridhara,3,20,25,48,12
Baridhara,23,192,13,33,64
Baridhara,7,27,28,55,6
Baridhara,70,66,24,68,79
Baridhara,2,10,23,48,8
Baridhara,26,254,18,39,22
Baridhara,6,45,25,44,10
Baridhara,95,260,26,79,100
Baridhara,9,9,22,58,18
Baridhara,47,278,24,60,96
Baridhara,6,6,20,46,8
Baridhara,60,269,12,42,42
Baridhara,1,33,24,54,12
Baridhara,59,122,25,65,74
Baridhara,9,43,24,50,7
Baridhara,77,83,29,53,12
Baridhara,8,50,26,45,6
Baridhara,68,116,10,72,33
Baridhara,1,3,25,46,18
Baridhara,62,62,11,62,63
Baridhara,7,12,26,52,13
Baridhara,45,238,12,66,28
Baridhara,4,23,29,59,17
Baridhara,59,165,11,44,72
Baridhara,5,49,26,56,13
Baridhara,20,152,24,70,80
Baridhara,5,22,28,58,10
Baridhara,40,174,14,33,70
Baridhara,2,41,27,56,1
Baridhara,66,106,13,34,83
Baridhara,1,26,26,48,20
Baridhara,33,123,14,43,14
Baridhara,9,7,23,43,19
Baridhara,58,241,12,60,32
Baridhara,6,40,28,41,3
Baridhara,49,186,14,41,70
Baridhara,9,6,29,55,13
Baridhara,47,228,27,72,14
Baridhara,5,22,24,48,7
Baridhara,26,80,30,30,79
Baridhara,9,44,22,50,9
Baridhara,92,250,14,31,44
Baridhara,7,46,26,52,3
Baridhara,43,245,15,35,77
Baridhara,9,2,21,52,6
Baridhara,100,267,29,58,27
Baridhara,4,50,28,56,20
Baridhara,39,142,29,34,62
Baridhara,2,16,25,55,11
Baridhara,32,176,10,35,75
Baridhara,10,38,28,52,4
Baridhara,93,210,27,53,82
Baridhara,6,27,29,42,20
Baridhara,57,122,18,39,29
Baridhara,9,28,25,52,16
Baridhara,83,205,24,65,83
Baridhara,10,43,28,40,17
Baridhara,68,270,12,79,54
Baridhara,9,31,25,45,2
Baridhara,22,163,17,66,90
Baridhara,4,12,28,46,2
Baridhara,75,180,17,47,15
Baridhara,6,30,30,60,19
Baridhara,24,80,16,34,46
Baridhara,8,10,22,43,16
Baridhara,41,82,19,68,82
Baridhara,1,45,30,42,9
Baridhara,64,156,27,34,51
Baridhara,9,6,25,54,15
Baridhara,77,85,35,62,90
Baridhara,9,3,21,49,15
Baridhara,34,67,22,56,37
Baridhara,1,27,28,41,17
Baridhara,27,222,26,70,31
Baridhara,6,27,26,57,18
Baridhara,43,71,10,58,46
Baridhara,9,45,25,42,14
Baridhara,84,121,19,48,37
Baridhara,2,25,25,60,18
Baridhara,70,102,33,45,61
Baridhara,2,34,26,43,2
Baridhara,80,125,16,34,49
Baridhara,6,21,27,49,16
Baridhara,75,72,29,56,11
Baridhara,10,13,30,58,6
Baridhara,36,166,34,46,76
Baridhara,6,42,21,48,8
Baridhara,39,186,30,65,63
Baridhara,1,21,29,52,17
Baridhara,94,234,34,54,37
Baridhara,3,7,29,43,5
Baridhara,66,164,12,65,77
Baridhara,8,25,27,51,14
Baridhara,96,86,12,62,95
Baridhara,7,14,28,44,11
Baridhara,35,85,32,58,36
Baridhara,10,20,25,40,6
Baridhara,94,89,34,43,46
Baridhara,8,22,24,59,16
Baridhara,35,55,19,77,37
Baridhara,9,9,25,40,20
Baridhara,58,240,20,38,33
Baridhara,1,40,29,60,18
Baridhara,62,272,27,31,61
Baridhara,9,17,30,50,1
Baridhara,50,186,16,71,24
Baridhara,7,45,21,48,14
Baridhara,80,50,13,57,56
Baridhara,5,31,29,52,3
Baridhara,20,215,19,74,96
Baridhara,6,6,24,43,14
Baridhara,24,86,23,65,81
Baridhara,10,8,22,45,15
Baridhara,88,53,26,80,88
Baridhara,5,38,20,47,4
Baridhara,84,148,19,37,46
Baridhara,3,43,27,59,3
Baridhara,76,288,35,40,89
Baridhara,7,27,23,51,2
Baridhara,27,101,10,65,91
Baridhara,3,39,30,48,16
Baridhara,54,246,19,77,23
Baridhara,6,20,26,43,3
Baridhara,86,285,20,32,82
Baridhara,10,42,23,52,5
Baridhara,97,251,10,77,64
Baridhara,8,46,28,58,9
Baridhara,40,255,27,55,95
Baridhara,9,34,27,41,2
Baridhara,52,286,18,76,97
Baridhara,5,49,24,46,7
Baridhara,63,261,28,78,33
Baridhara,1,33,29,56,14
Baridhara,48,151,29,30,29
Baridhara,7,7,25,49,14
Baridhara,46,144,31,67,46
Baridhara,7,10,26,51,15
Baridhara,66,223,31,32,24
Baridhara,9,3,28,52,9
Baridhara,69,59,22,41,92
Baridhara,8,47,30,46,1
Baridhara,91,209,26,53,83
Baridhara,3,22,26,56,10
Baridhara,36,126,21,41,34
Baridhara,8,45,29,54,14
Baridhara,80,207,32,31,52
Baridhara,7,11,24,60,10
Baridhara,91,189,11,52,49
Baridhara,7,28,30,42,11
Baridhara,54,137,19,61,99
Baridhara,3,48,27,59,7
Baridhara,60,67,30,37,16
Baridhara,1,33,22,49,9
Baridhara,23,138,28,32,13
Baridhara,6,25,29,51,13
Baridhara,80,55,34,74,39
Baridhara,4,23,20,60,14
Baridhara,90,286,22,43,29
Baridhara,2,31,26,49,14
Baridhara,51,231,29,43,57
Baridhara,6,21,23,51,17
Baridhara,24,237,29,50,38
Baridhara,9,34,26,51,2
Baridhara,23,229,24,38,86
Baridhara,4,34,30,45,3
Baridhara,68,188,23,58,88
Baridhara,6,36,29,55,11
Baridhara,32,145,22,47,20
Baridhara,5,31,23,42,11
Baridhara,43,140,20,42,69
Baridhara,2,7,20,43,11
Baridhara,71,63,19,34,88
Baridhara,8,38,22,59,6
Baridhara,42,247,18,67,34
Baridhara,6,3,22,47,13
Baridhara,49,191,12,35,96
Baridhara,3,27,27,42,16
Baridhara,42,136,27,39,23
Baridhara,4,28,25,45,17
Baridhara,79,110,24,72,63
Baridhara,8,35,26,42,6
Baridhara,21,199,25,78,13
Baridhara,1,26,25,41,15
Baridhara,29,105,11,30,22
Baridhara,6,9,30,42,12
Baridhara,30,55,11,73,44
Baridhara,7,41,26,60,1
Baridhara,94,104,25,32,41
Baridhara,1,41,28,54,14
Baridhara,58,254,15,61,12
Baridhara,10,3,22,47,2
Baridhara,37,266,13,35,33
Baridhara,2,18,27,43,6
Baridhara,89,160,19,80,75
Baridhara,10,17,23,41,9
Baridhara,27,294,22,34,70
Baridhara,1,8,29,48,10
Baridhara,75,180,11,56,50
Baridhara,6,31,29,59,9
Baridhara,28,172,28,45,92
Baridhara,5,36,27,54,1
Baridhara,87,134,21,78,93
Baridhara,1,11,24,56,9
Baridhara,98,284,15,44,72
Baridhara,4,11,21,52,9
Baridhara,27,262,20,37,12
Baridhara,3,49,27,53,4
Baridhara,62,252,24,72,36
Baridhara,7,49,28,60,19
Baridhara,60,264,35,30,16
Baridhara,3,10,24,58,13
Baridhara,25,227,26,76,83
Baridhara,5,35,23,49,6
Baridhara,59,139,14,78,31
Baridhara,9,32,22,56,7
Baridhara,87,139,29,73,49
Baridhara,9,11,22,47,2
Baridhara,44,238,35,36,75
Baridhara,1,25,22,43,14
Baridhara,41,291,29,68,78
Baridhara,4,44,29,50,14
Baridhara,21,186,34,47,61
Baridhara,9,1,23,48,5
Baridhara,71,257,35,54,42
Baridhara,8,18,25,52,5
Baridhara,58,83,21,72,23
Baridhara,6,29,22,42,10
Baridhara,24,162,28,53,82
Baridhara,10,16,26,53,18
Baridhara,43,216,16,41,22
Baridhara,6,33,25,50,18
Baridhara,90,99,35,37,90
Baridhara,2,39,28,56,11
Baridhara,51,65,16,47,51
Baridhara,8,26,28,47,16
Baridhara,37,183,25,80,14
Baridhara,9,4,27,43,18
Baridhara,23,70,10,30,59
Baridhara,3,47,21,44,19
Baridhara,68,72,26,57,46
Baridhara,4,48,26,57,10
Baridhara,84,133,18,45,16
Baridhara,5,10,22,60,12
Baridhara,47,204,20,62,75
Baridhara,5,49,24,45,3
Baridhara,82,98,22,42,19
Baridhara,7,12,28,57,6
Baridhara,34,98,22,73,41
Baridhara,6,50,29,43,19
Baridhara,58,280,27,75,57
Baridhara,4,2,21,55,5
Baridhara,31,276,20,66,43
Baridhara,2,50,29,57,7
Baridhara,37,293,16,54,57
Baridhara,8,13,29,58,2
Baridhara,62,63,16,75,70
Baridhara,2,21,25,50,8
Baridhara,77,279,29,43,74
Baridhara,9,2,28,52,15
Baridhara,30,243,23,34,10
Baridhara,9,34,24,47,20
Baridhara,66,124,31,50,75
Baridhara,4,48,20,54,17
Baridhara,32,69,29,63,19
Baridhara,9,2,26,57,1
Baridhara,97,51,23,53,76
Baridhara,7,49,26,46,3
Baridhara,67,86,17,66,14
Baridhara,7,37,25,56,6
Baridhara,91,298,18,48,79
Baridhara,8,32,20,44,2
Baridhara,61,159,14,40,14
Baridhara,5,39,27,43,15
Baridhara,38,236,22,48,65
Baridhara,8,20,20,50,5
Baridhara,41,244,16,75,88
Baridhara,2,44,26,50,3
Baridhara,93,92,34,77,28
Baridhara,9,13,23,60,13
Baridhara,20,136,23,41,27
Baridhara,5,4,24,45,18
Baridhara,30,225,23,78,14
Baridhara,6,48,27,53,10
Baridhara,37,121,13,78,94
Baridhara,4,34,28,40,7
Baridhara,44,122,22,36,71
Baridhara,2,1,27,55,16
Baridhara,65,133,28,64,67
Baridhara,8,11,26,55,16
Baridhara,51,292,23,72,59
Baridhara,2,45,25,40,4
Baridhara,57,234,15,76,80
Baridhara,7,49,20,42,9
Baridhara,53,265,30,49,92
Baridhara,8,16,30,47,16
Baridhara,49,251,18,46,34
Baridhara,5,50,25,52,11
Baridhara,92,118,21,49,16
Baridhara,8,4,27,59,4
Baridhara,89,273,27,62,60
Baridhara,3,28,24,54,10
Baridhara,67,57,27,31,78
Baridhara,1,25,28,42,16
Baridhara,95,207,20,55,26
Baridhara,7,22,27,55,17
Baridhara,74,190,27,61,68
Baridhara,5,34,22,51,13
Baridhara,26,79,22,80,22
Baridhara,8,17,27,47,3
Baridhara,62,206,35,75,81
Baridhara,4,37,26,45,17
Baridhara,75,53,24,34,29
Baridhara,1,9,30,59,5
Baridhara,83,89,18,64,21
Baridhara,10,5,22,52,16
Baridhara,58,170,32,46,72
Baridhara,4,26,22,59,4
Baridhara,34,168,22,75,77
Baridhara,4,36,28,54,19
Baridhara,39,114,23,78,19
Baridhara,1,45,23,49,14
Baridhara,40,173,28,61,23
Baridhara,10,24,21,55,10
Baridhara,67,90,11,58,95
Baridhara,3,24,27,51,15
Baridhara,77,166,34,53,76
Baridhara,7,3,21,42,13
Baridhara,69,76,11,54,79
Baridhara,6,24,28,51,14
Baridhara,34,276,25,39,56
Baridhara,10,27,28,47,20
Baridhara,76,165,22,34,13
Baridhara,10,34,26,41,17
Baridhara,22,278,14,59,95
Baridhara,7,24,29,46,17
Baridhara,24,168,17,32,15
Baridhara,8,5,20,57,8
Baridhara,98,299,27,60,47
Baridhara,6,24,26,59,13
Baridhara,30,252,30,77,48
Baridhara,10,16,20,48,8
Baridhara,87,231,31,66,95
Baridhara,8,18,21,54,9
Baridhara,51,194,29,60,52
Baridhara,3,43,22,40,3
